Sr No,Brand Name,Category Name,Product Code,Product Name,MRP,Discount,GST @18%,PKG
501,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1.5mm Grey (300mtr) Homecab,54.7,,,0
502,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1.5mm Red (300mtr) Homecab,54.7,,,0
503,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1.5mm Yellow (300mtr) Homecab,54.7,,,0
504,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Black (300mtr) Homecab,35.67,,,0
505,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Blue (300mtr) Homecab,35.67,,,0
506,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Green (300mtr) Homecab,35.67,,,0
507,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Grey (300mtr) Homecab,35.67,,,0
508,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Red (300mtr) Homecab,35.67,,,0
509,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*1mm Yellow (300mtr) Homecab,35.67,,,0
510,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*2.5mm Black (300mtr) Homecab,88.9,,,0
511,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*2.5mm Blue (300mtr) Homecab,88.9,,,0
512,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*2.5mm Green (300mtr) Homecab,88.9,,,0
513,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*2.5mm Red (300mtr) Homecab,88.9,,,0
514,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*2.5mm Yellow (300mtr) Homecab,88.9,,,0
515,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*4mm Black (200mtr) Homecab,132.75,,,0
516,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*4mm Blue (200mtr) Homecab,132.75,,,0
517,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*4mm Green (200mtr) Homecab,132.75,,,0
518,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*4mm Red (200mtr) Homecab,132.75,,,0
519,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*4mm Yellow (200mtr) Homecab,132.75,,,0
520,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*6mm Black (200mtr) Homecab,202.8,,,0
521,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*6mm Blue (200mtr) Homecab,202.8,,,0
522,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*6mm Green (200mtr) Homecab,202.8,,,0
523,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*6mm Red (200mtr) Homecab,202.8,,,0
524,KEI Wires & Cables,Kei Fr (300/200 Mtr),,Kei 1c*6mm Yellow (200mtr) Homecab,202.8,,,0
527,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*0.75mm Black (300mtr) Frlsh,28.67,,,0
528,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*0.75mm Green (300mtr) Frlsh,28.67,,,0
529,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*0.75mm Yellow (300mtr) Frlsh,28.67,,,0
530,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1.5mm Black (300mtr) Frlsh,56.6,,,0
531,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1.5mm Blue (300mtr) Frlsh,56.6,,,0
532,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1.5mm Green (300mtr) Frlsh,56.6,,,0
533,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1.5mm Red (300mtr) Frlsh,56.6,,,0
534,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1.5mm Yellow (300mtr) Frlsh,56.6,,,0
535,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1mm Black (300mtr) Frlsh,37.2,,,0
536,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1mm Blue (300mtr) Frlsh,37.2,,,0
537,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1mm Green 300mtr) Frlsh,37.2,,,0
538,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1mm Red (300mtr) Frlsh,37.2,,,0
539,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*1mm Yellow (300mtr) Frlsh,37.2,,,0
540,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*2.5mm Black (300mtr) Frlsh,91.97,,,0
541,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*2.5mm Blue (300mtr) Frlsh,91.97,,,0
542,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*2.5mm Green (300mtr) Frlsh,91.97,,,0
543,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*2.5mm Red (300mtr) Frlsh,91.97,,,0
544,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*2.5mm Yellow (300mtr) Frlsh,91.97,,,0
545,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*4mm Black (200mtr) Frlsh,137.35,,,0
546,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*4mm Blue (200mtr) Frlsh,137.35,,,0
547,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*4mm Green (200mtr) Frlsh,137.35,,,0
548,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*4mm Red (200mtr) Frlsh,137.35,,,0
549,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*4mm Yellow (200mtr) Frlsh,137.35,,,0
550,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*6mm Black (200mtr) Frlsh,209.8,,,0
551,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*6mm Blue (200mtr) Frlsh,209.8,,,0
552,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*6mm Green (200mtr) Frlsh,209.8,,,0
553,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*6mm Red (200mtr) Frlsh,209.8,,,0
554,KEI Wires & Cables,Kei Frlsh (300/200 Mtr),,Kei 1c*6mm Yellow (200mtr) Frlsh,209.8,,,0
555,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*0.75 Sqmm Green (90mtr) Q1,2150,,,0
556,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.0 Sqmm Black (90mtr) Q1,2799,,,0
557,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.0 Sqmm Blue (90mtr) Q1,2799,,,0
558,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.0 Sqmm Green (90mtr) Q1,2799,,,0
559,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.0 Sqmm Red (90mtr) Q1,2799,,,0
560,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.0 Sqmm Yellow (90mtr) Q1,2799,,,0
561,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Black (90mtr) Q1,4049,,,0
562,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Blue (90mtr) Q1,4049,,,0
563,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Green (90mtr) Q1,4049,,,0
564,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Grey (90mtr) Q1,4049,,,0
565,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Red (90mtr) Q1,4049,,,0
566,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*1.5 Sqmm Yellow (90mtr) Q1,4049,,,0
567,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*2.5 Sqmm Black (90mtr) Q1,6476,,,0
568,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*2.5 Sqmm Blue (90mtr) Q1,6476,,,0
569,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*2.5 Sqmm Green (90mtr) Q1,6476,,,0
570,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*2.5 Sqmm Red (90mtr) Q1,6476,,,0
571,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*2.5 Sqmm Yellow (90mtr) Q1,6476,,,0
572,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*4.0 Sqmm Black (90mtr) Q1,10154,,,0
573,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*4.0 Sqmm Blue (90mtr) Q1,10154,,,0
574,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*4.0 Sqmm Green (90mtr) Q1,10154,,,0
575,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*4.0 Sqmm Red (90mtr) Q1,10154,,,0
576,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*4.0 Sqmm Yellow (90mtr) Q1,10154,,,0
577,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*6.0 Sqmm Black (90mtr) Q1,15165,,,0
578,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*6.0 Sqmm Blue (90mtr) Q1,15165,,,0
579,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*6.0 Sqmm Green (90mtr) Q1,15165,,,0
580,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*6.0 Sqmm Red (90mtr) Q1,15165,,,0
581,RR Kabel,Rr Kabel  Q1 90mtr,,Rr 1c*6.0 Sqmm Yellow (90mtr) Q1,15165,,,0
582,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Black (200mtr.) Fr Hsf,5579,,,0
583,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Blue (200mtr.) Fr Hsf,5579,,,0
584,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Brown (200mtr.) Fr Hsf,5579,,,0
585,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Green (200mtr.) Fr Hsf,5579,,,0
586,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Grey (200mtr.) Fr Hsf,5579,,,0
587,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Red (200mtr.) Fr Hsf,5579,,,0
588,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*0.75mm Yellow(200mtr.) Fr Hsf,5579,,,0
589,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Black (200mtr.) Fr Hsf,10539,,,0
590,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Blue (200mtr.) Fr Hsf,10539,,,0
591,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Green (200mtr.) Fr Hsf,10539,,,0
592,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Grey (200mtr.) Fr Hsf,10539,,,0
593,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Red (200mtr.) Fr Hsf,10539,,,0
594,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1.5mm Yellow (200mtr.) Fr Hsf,10539,,,0
595,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Black (200mtr.) Fr Hsf,7287,,,0
596,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Blue  (200mtr.) Fr Hsf,7287,,,0
597,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Green (200mtr.) Fr Hsf,7287,,,0
598,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Grey (200mtr.) Fr Hsf,7287,,,0
599,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Red (200mtr.) Fr Hsf,7287,,,0
600,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*1mm Yellow (200mtr.) Fr Hsf,7287,,,0
601,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*2.5mm Black (200mtr.) Fr Hsf,17156,,,0
602,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*2.5mm Blue (200mtr.) Fr Hsf,17156,,,0
603,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*2.5mm Green (200mtr.) Fr Hsf,17156,,,0
604,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*2.5mm Red (200mtr.) Fr Hsf,17156,,,0
605,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*2.5mm Yellow (200mtr.) Fr Hsf,17156,,,0
606,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*4mm Black (200mtr.) Fr Hsf,26378,,,0
607,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*4mm Blue (200mtr.) Fr Hsf,26378,,,0
608,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*4mm Green (200mtr.) Fr Hsf,26378,,,0
609,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*4mm Red (200mtr.) Fr Hsf,26378,,,0
610,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*4mm Yellow (200mtr.) Fr Hsf,26378,,,0
611,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*6mm Black (200mtr.) Fr Hsf,39225,,,0
612,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*6mm Blue (200mtr.) Fr Hsf,39225,,,0
613,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*6mm Green (200mtr.) Fr Hsf,39225,,,0
614,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*6mm Red (200mtr.) Fr Hsf,39225,,,0
615,RR Kabel,Rr Kabel Fr Hsf,,Rr 1c*6mm Yellow (200mtr.) Fr Hsf,39225,,,0
616,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Black (200mtr.) Fr-lsh,7544,,,0
617,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Blue (200mtr.) Fr-lsh,7544,,,0
618,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Green (200mtr.) Fr-lsh,7544,,,0
619,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Grey (200mtr.) Fr-lsh,7544,,,0
620,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Red (200mtr.) Fr-lsh,7544,,,0
621,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm White (200mtr.) Fr-lsh,7544,,,0
622,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.0 Mm Yellow (200mtr.) Fr-lsh,7544,,,0
623,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.5 Mm (200mtr.) Fr-lsh,10899,,,0
624,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Black (200mtr) Fr-lsh,10899,,,0
625,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Blue (200mtr.) Fr-lsh,10899,,,0
626,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Green (200mtr.) Fr-lsh,10899,,,0
627,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Grey (200mtr.) Fr-lsh,10899,,,0
628,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Red (200mtr.) Fr-lsh,10899,,,0
629,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm White (200mtr.) Fr-lsh,10899,,,0
630,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*1.50 Mm Yellow (200mtr.) Fr-lsh,10899,,,0
631,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm (200mtr.) Fr-lsh,17761,,,0
632,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm Black (200mtr) Fr-lsh,17761,,,0
633,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm Blue (200mtr) Fr-lsh,17761,,,0
634,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm Green (200mtr) Fr-lsh,17761,,,0
635,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm Red (200mtr.) Fr-lsh,17761,,,0
636,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.5 Mm Yellow (200mtr.) Fr-lsh,17761,,,0
637,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*2.50 Mm Grey (200mtr.) Fr-lsh,17761,,,0
638,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm (200mtr.) Fr-lsh,27301,,,0
639,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm Black (200mtr) Fr-lsh,27301,,,0
640,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm Blue (200mtr) Fr-lsh,27301,,,0
641,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm Green (200mtr) Fr-lsh,27301,,,0
642,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm Red (200mtr) Fr-lsh,27301,,,0
643,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*4.0 Mm Yellow (200mtr) Fr-lsh,27301,,,0
644,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*6 Mm Black (200mtr) Fr-lsh,40498,,,0
645,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*6 Mm Blue (200mtr) Fr-lsh,40498,,,0
646,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*6 Mm Green (200mtr) Fr-lsh,40498,,,0
647,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*6 Mm Yellow (200mtr) Fr-lsh,40498,,,0
648,RR Kabel,Rr Kabel Fr-lsh,,Rr 1c*6mm Red (200mtr) Fr-lsh,40498,,,0
649,Saraswati,Saraswati,,Saraswati Bend 25mm,9,,,0
650,Saraswati,Saraswati,,Saraswati Conduit Pipe 20mm Lms,60,,,0
651,Saraswati,Saraswati,,Saraswati Conduit Pipe 25mm Hms,126,,,0
652,Saraswati,Saraswati,,Saraswati Conduit Pipe 25mm Lms,80,,,0
653,Saraswati,Saraswati,,Saraswati Conduit Pipe 25mm Mms,102,,,0
654,Saraswati,Saraswati,,Saraswati Conduit Pipe 32mm Lms,126,,,0
655,Saraswati,Saraswati,,Saraswati Conduit Pipe 32mm Mms,152,,,0
656,Saraswati,Saraswati,,Saraswati Pvc J/b 3 Way 25 Mm,14,,,0
657,Saraswati,Saraswati,,Saraswati Pvc J/b 4 Way 25mm,14,,,0
